date,time,realp,reactivep,voltage,gt,sm1,sm2,sm3,realpkwh,reactivepkwh,sm1kwh,sm2kwh,sm3kwh,prediction
16/12/2006,21:26:00,2.878,0.06,237.17,12.6,0,0,17,0.048,0.001,0,0,0.017,0.048
16/12/2006,21:27:00,1.848,0.112,238.59,8.4,0,0,18,0.0308,0.0019,0,0,0.018,0.0308
16/12/2006,21:28:00,3.494,0.144,237.43,14.6,0,0,17,0.0582,0.0024,0,0,0.017,0.0308
16/12/2006,21:29:00,3.42,0,237.73,14.2,0,0,17,0.057,0,0,0,0.017,0.0308
16/12/2006,21:30:00,3.226,0,237.2,13.8,0,0,18,0.0538,0,0,0,0.018,0.0308
16/12/2006,21:31:00,1.948,0,238.41,9,0,0,17,0.0325,0,0,0,0.017,0.0308
16/12/2006,21:32:00,3.392,0,236.6,14.2,0,0,17,0.0565,0,0,0,0.017,0.0308
16/12/2006,21:33:00,3.368,0,236.12,14.2,0,0,17,0.0561,0,0,0,0.017,0.0308
16/12/2006,21:34:00,3.378,0,236.54,14.2,0,0,17,0.0563,0,0,0,0.017,0.0308
16/12/2006,21:35:00,1.872,0,238.48,8.6,0,0,18,0.0312,0,0,0,0.018,0.0308
16/12/2006,21:36:00,3.212,0,237.27,13.6,0,0,17,0.0535,0,0,0,0.017,0.0308
16/12/2006,21:37:00,3.346,0,237.06,14,0,0,17,0.0558,0,0,0,0.017,0.0308
16/12/2006,21:38:00,3.308,0.072,236.49,14,0,0,17,0.0551,0.0012,0,0,0.017,0.0308
16/12/2006,21:39:00,3.302,0.072,236.28,13.8,0,0,17,0.055,0.0012,0,0,0.017,0.0308
16/12/2006,21:40:00,2.36,0.064,236.89,10.8,0,0,18,0.0393,0.0011,0,0,0.018,0.0308
16/12/2006,21:41:00,2.652,0.046,236.64,11.8,0,0,17,0.0442,0.0008,0,0,0.017,0.0308
16/12/2006,21:42:00,3.392,0,236.58,14.2,0,1,17,0.0565,0,0,0.001,0.017,0.0308
16/12/2006,21:43:00,3.398,0,236.83,14.2,0,2,17,0.0566,0,0,0.002,0.017,0.0308
16/12/2006,21:44:00,3.424,0.046,237.75,14.4,0,1,17,0.0571,0.0008,0,0.001,0.017,0.0308
16/12/2006,21:45:00,1.86,0.066,239.69,8.4,0,2,18,0.031,0.0011,0,0.002,0.018,0.0308
16/12/2006,21:46:00,3.25,0.082,238.95,13.8,0,1,17,0.0542,0.0014,0,0.001,0.017,0.0308
16/12/2006,21:47:00,3.502,0.172,236.46,14.8,0,1,18,0.0584,0.0029,0,0.001,0.018,0.0308
16/12/2006,21:48:00,3.484,0.17,235.98,14.6,0,2,17,0.0581,0.0028,0,0.002,0.017,0.0308
16/12/2006,21:49:00,3.478,0.168,235.85,14.6,0,1,17,0.058,0.0028,0,0.001,0.017,0.0308
16/12/2006,21:50:00,1.696,0.194,238.19,7.6,0,2,17,0.0283,0.0032,0,0.002,0.017,0.0308
16/12/2006,21:51:00,3.494,0.17,236.28,14.8,0,1,17,0.0582,0.0028,0,0.001,0.017,0.0308
16/12/2006,21:52:00,3.482,0.17,236.4,14.6,0,1,17,0.058,0.0028,0,0.001,0.017,0.0308
16/12/2006,21:53:00,3.48,0.17,236.46,14.6,0,2,17,0.058,0.0028,0,0.002,0.017,0.0308
16/12/2006,21:54:00,3.474,0.168,236.28,14.6,0,1,17,0.0579,0.0028,0,0.001,0.017,0.0308
16/12/2006,21:55:00,2.308,0.184,237.33,10.6,0,1,18,0.0385,0.0031,0,0.001,0.018,0.0308
16/12/2006,21:56:00,2.926,0.178,237.09,12.8,0,2,17,0.0488,0.003,0,0.002,0.017,0.0308
16/12/2006,21:57:00,3.472,0.17,236.39,14.6,0,1,17,0.0579,0.0028,0,0.001,0.017,0.0308
16/12/2006,21:58:00,3.48,0.17,236.75,14.6,0,1,17,0.058,0.0028,0,0.001,0.017,0.0308
16/12/2006,21:59:00,3.454,0.168,235.73,14.6,0,2,17,0.0576,0.0028,0,0.002,0.017,0.0308
16/12/2006,22:00:00,3.464,0.17,236.03,14.6,0,1,17,0.0577,0.0028,0,0.001,0.017,0.0308
16/12/2006,22:01:00,1.786,0.096,237.68,8.2,0,1,18,0.0298,0.0016,0,0.001,0.018,0.0308
16/12/2006,22:02:00,3.182,0,235.99,13.6,0,1,17,0.053,0,0,0.001,0.017,0.0308
16/12/2006,22:03:00,3.378,0,236.26,14.2,0,2,17,0.0563,0,0,0.002,0.017,0.0308
16/12/2006,22:04:00,3.372,0,236.03,14.2,0,1,17,0.0562,0,0,0.001,0.017,0.0308
16/12/2006,22:05:00,3.362,0,235.7,14.2,0,1,17,0.056,0,0,0.001,0.017,0.0308
16/12/2006,22:06:00,3.112,0,236.08,13.4,0,1,17,0.0519,0,0,0.001,0.017,0.0308
16/12/2006,22:07:00,1.614,0.056,237.31,7.4,0,0,17,0.0269,0.0009,0,0,0.017,0.0308
16/12/2006,22:08:00,3.358,0,236.14,14.2,0,0,17,0.056,0,0,0,0.017,0.0308
16/12/2006,22:09:00,3.388,0,236.61,14.2,0,0,17,0.0565,0,0,0,0.017,0.0308
16/12/2006,22:10:00,3.392,0,236.93,14.2,0,0,17,0.0565,0,0,0,0.017,0.0308
16/12/2006,22:11:00,2.81,0,237.97,12.4,0,0,18,0.0468,0,0,0,0.018,0.0308
16/12/2006,22:12:00,2.18,0,238.02,10,0,0,17,0.0363,0,0,0,0.017,0.0308
16/12/2006,22:13:00,3.37,0,236.06,14.2,0,0,17,0.0562,0,0,0,0.017,0.0562
16/12/2006,22:14:00,3.326,0,234.45,14,0,0,17,0.0554,0,0,0,0.017,0.0554
16/12/2006,22:15:00,2.778,0,235.31,12,0,0,9,0.0463,0,0,0,0.009,0.0463
16/12/2006,22:16:00,2.358,0,237.1,9.8,0,0,0,0.0393,0,0,0,0,0.0393
16/12/2006,22:17:00,0.96,0.054,238.68,5.6,0,0,0,0.016,0.0009,0,0,0,0.016
16/12/2006,22:18:00,1.606,0,238.76,7.8,0,0,0,0.0268,0,0,0,0,0.0268
16/12/2006,22:19:00,2.35,0,238.59,9.8,0,0,0,0.0392,0,0,0,0,0.0392
16/12/2006,22:20:00,2.428,0.068,238.87,10,0,0,0,0.0405,0.0011,0,0,0,0.0405
16/12/2006,22:21:00,2.078,0.072,238.97,9.2,0,0,0,0.0346,0.0012,0,0,0,0.0346
16/12/2006,22:22:00,0.78,0.09,239.93,4.6,0,0,0,0.013,0.0015,0,0,0,0.013
16/12/2006,22:23:00,2.426,0.068,239.05,10,0,0,0,0.0404,0.0011,0,0,0,0.0404
16/12/2006,22:24:00,2.412,0.066,238.46,10,0,0,0,0.0402,0.0011,0,0,0,0.0402
16/12/2006,22:25:00,2.428,0.07,239.68,10,0,0,0,0.0405,0.0012,0,0,0,0.0405
16/12/2006,22:26:00,1.53,0.084,240.72,7.6,0,0,0,0.0255,0.0014,0,0,0,0.0255
16/12/2006,22:27:00,1.388,0.086,240.87,7.2,0,0,0,0.0231,0.0014,0,0,0,0.0231
16/12/2006,22:28:00,2.424,0.07,239.71,10,0,0,0,0.0404,0.0012,0,0,0,0.0404
16/12/2006,22:29:00,2.428,0.072,239.89,10,0,0,0,0.0405,0.0012,0,0,0,0.0405
16/12/2006,22:30:00,2.388,0.07,239.48,10,0,0,0,0.0398,0.0012,0,0,0,0.0398
16/12/2006,22:31:00,0.376,0.1,241.64,1.6,0,0,0,0.0063,0.0017,0,0,0,0.0063
16/12/2006,22:32:00,2.202,0.074,240.07,9.6,0,0,0,0.0367,0.0012,0,0,0,0.0367
16/12/2006,22:33:00,2.43,0.07,239.77,10,0,0,0,0.0405,0.0012,0,0,0,0.0405
16/12/2006,22:34:00,2.346,0.052,240.05,9.6,0,0,0,0.0391,0.0009,0,0,0,0.0391
16/12/2006,22:35:00,1.916,0.054,239.75,8.6,0,0,0,0.0319,0.0009,0,0,0,0.0319
16/12/2006,22:36:00,0.384,0,240.58,2.4,0,0,0,0.0064,0,0,0,0,0.0064
16/12/2006,22:37:00,2.334,0.06,239.2,9.6,0,0,0,0.0389,0.001,0,0,0,0.0389
16/12/2006,22:38:00,2.32,0.06,238.84,9.6,0,0,0,0.0387,0.001,0,0,0,0.0387
16/12/2006,22:39:00,2.306,0.062,238.39,9.6,0,0,0,0.0384,0.001,0,0,0,0.0384
16/12/2006,22:40:00,2.306,0.064,238.39,9.6,0,0,0,0.0384,0.0011,0,0,0,0.0384
16/12/2006,22:41:00,0.436,0,241.06,2.8,0,0,0,0.0073,0,0,0,0,0.0073
16/12/2006,22:42:00,1.584,0.05,240.89,7.8,0,0,0,0.0264,0.0008,0,0,0,0.0264
16/12/2006,22:43:00,2.328,0.062,239.46,9.6,0,0,0,0.0388,0.001,0,0,0,0.0388
16/12/2006,22:44:00,2.326,0.062,239.27,9.6,0,0,0,0.0388,0.001,0,0,0,0.0388
16/12/2006,22:45:00,2.334,0.06,239.57,9.6,0,0,0,0.0389,0.001,0,0,0,0.0389
16/12/2006,22:46:00,1.846,0.054,239.99,8.4,0,0,0,0.0308,0.0009,0,0,0,0.0308
16/12/2006,22:47:00,0.284,0,242.04,1.2,0,0,0,0.0047,0,0,0,0,0.0047
16/12/2006,22:48:00,2.342,0.06,239.89,9.8,0,0,0,0.039,0.001,0,0,0,0.039
16/12/2006,22:49:00,2.392,0,239.91,10,0,0,0,0.0399,0,0,0,0,0.0399
16/12/2006,22:50:00,2.414,0,240.02,10,0,0,0,0.0402,0,0,0,0,0.0402
16/12/2006,22:51:00,2.414,0,239.97,10,0,0,0,0.0402,0,0,0,0,0.0402
16/12/2006,22:52:00,0.754,0.086,241.27,4.4,0,0,0,0.0126,0.0014,0,0,0,0.0126
16/12/2006,22:53:00,1.42,0.178,238.64,7.4,0,0,0,0.0237,0.003,0,0,0,0.0237
16/12/2006,22:54:00,2.468,0.162,237.47,10.4,0,0,0,0.0411,0.0027,0,0,0,0.0411
16/12/2006,22:55:00,2.474,0.164,238.05,10.4,0,0,0,0.0412,0.0027,0,0,0,0.0412
16/12/2006,22:56:00,2.488,0.168,239.03,10.4,0,0,0,0.0415,0.0028,0,0,0,0.0415
16/12/2006,22:57:00,1.81,0.182,240.28,8.6,0,0,0,0.0302,0.003,0,0,0,0.0302
16/12/2006,22:58:00,0.674,0.2,241.36,4,0,0,0,0.0112,0.0033,0,0,0,0.0112
16/12/2006,22:59:00,2.444,0.094,239.42,10.2,0,0,0,0.0407,0.0016,0,0,0,0.0407
16/12/2006,23:00:00,2.41,0.068,238.9,10,0,0,0,0.0402,0.0011,0,0,0,0.0402
16/12/2006,23:01:00,2.412,0.07,239.13,10,0,0,0,0.0402,0.0012,0,0,0,0.0402
16/12/2006,23:02:00,2.206,0.072,239.37,9.4,0,0,0,0.0368,0.0012,0,0,0,0.0368
16/12/2006,23:03:00,0.37,0.1,241.58,1.6,0,0,0,0.0062,0.0017,0,0,0,0.0062
16/12/2006,23:04:00,2.104,0.076,240.11,9.2,0,0,0,0.0351,0.0013,0,0,0,0.0351
16/12/2006,23:05:00,2.404,0.068,238.73,10,0,0,0,0.0401,0.0011,0,0,0,0.0401
16/12/2006,23:06:00,2.418,0.07,239.52,10,0,0,0,0.0403,0.0012,0,0,0,0.0403
16/12/2006,23:07:00,2.342,0,239.74,9.6,0,0,0,0.039,0,0,0,0,0.039
16/12/2006,23:08:00,1.262,0.046,240.96,6.8,0,0,0,0.021,0.0008,0,0,0,0.021
16/12/2006,23:09:00,0.852,0,241.64,5.2,0,0,0,0.0142,0,0,0,0,0.0142
16/12/2006,23:10:00,2.34,0.06,240.05,9.6,0,0,0,0.039,0.001,0,0,0,0.039
16/12/2006,23:11:00,2.336,0.06,240.07,9.6,0,0,0,0.0389,0.001,0,0,0,0.0389
16/12/2006,23:12:00,2.334,0.06,239.99,9.6,0,0,0,0.0389,0.001,0,0,0,0.0389
16/12/2006,23:13:00,2.33,0.06,239.74,9.6,0,0,0,0.0388,0.001,0,0,0,0.0388
16/12/2006,23:14:00,1.038,0,241.17,6,0,0,0,0.0173,0,0,0,0,0.0173
16/12/2006,23:15:00,0.386,0,242.39,2.4,0,0,0,0.0064,0,0,0,0,0.0064
16/12/2006,23:16:00,2.35,0.06,240.41,9.6,0,0,0,0.0392,0.001,0,0,0,0.0392
16/12/2006,23:17:00,2.346,0.06,240.5,9.6,0,0,0,0.0391,0.001,0,0,0,0.0391
16/12/2006,23:18:00,2.346,0.06,240.55,9.6,0,0,0,0.0391,0.001,0,0,0,0.0391
16/12/2006,23:19:00,1.834,0.052,240.97,8.4,0,0,0,0.0306,0.0009,0,0,0,0.0306
16/12/2006,23:20:00,1.222,0.046,241.58,6.6,0,0,0,0.0204,0.0008,0,0,0,0.0204
16/12/2006,23:21:00,2.342,0.06,240.21,9.6,0,0,0,0.039,0.001,0,0,0,0.039
16/12/2006,23:22:00,2.334,0.06,239.98,9.6,0,0,0,0.0389,0.001,0,0,0,0.0389
16/12/2006,23:23:00,1.666,0.052,240.65,8,0,0,0,0.0278,0.0009,0,0,0,0.0278
16/12/2006,23:24:00,1.198,0,241.68,6.6,0,0,0,0.02,0,0,0,0,0.02
16/12/2006,23:25:00,2.35,0.058,240.7,9.6,0,0,0,0.0392,0.001,0,0,0,0.0392
16/12/2006,23:26:00,2.398,0,240.7,9.8,0,0,0,0.04,0,0,0,0,0.04
16/12/2006,23:27:00,2.444,0.072,240.11,10.2,0,0,0,0.0407,0.0012,0,0,0,0.0407
16/12/2006,23:28:00,0.406,0.098,241.71,2,0,0,0,0.0068,0.0016,0,0,0,0.0068
16/12/2006,23:29:00,2.434,0.072,240.13,10,0,0,0,0.0406,0.0012,0,0,0,0.0406
16/12/2006,23:30:00,2.502,0.136,240.24,10.4,0,0,0,0.0417,0.0023,0,0,0,0.0417
16/12/2006,23:31:00,2.518,0.176,240.53,10.4,0,0,0,0.042,0.0029,0,0,0,0.042
16/12/2006,23:32:00,1.516,0.19,241.36,7.6,0,0,0,0.0253,0.0032,0,0,0,0.0253
16/12/2006,23:33:00,1.498,0.188,241.02,7.6,0,0,0,0.025,0.0031,0,0,0,0.0253
16/12/2006,23:34:00,2.508,0.174,240.06,10.4,0,0,0,0.0418,0.0029,0,0,0,0.0253
16/12/2006,23:35:00,2.504,0.174,240.09,10.4,0,0,0,0.0417,0.0029,0,0,0,0.0253
16/12/2006,23:36:00,2.492,0.172,239.49,10.4,0,0,0,0.0415,0.0029,0,0,0,0.0253
16/12/2006,23:37:00,0.814,0.204,242.16,4.8,0,0,0,0.0136,0.0034,0,0,0,0.0253
16/12/2006,23:38:00,2.304,0.18,240.95,9.8,0,0,0,0.0384,0.003,0,0,0,0.0253
16/12/2006,23:39:00,2.53,0.182,241.74,10.4,0,0,0,0.0422,0.003,0,0,0,0.0253
16/12/2006,23:40:00,2.378,0,241.18,9.8,0,0,0,0.0396,0,0,0,0,0.0253
16/12/2006,23:41:00,0.384,0,243.73,2.4,0,0,0,0.0064,0,0,0,0,0.0253
16/12/2006,23:42:00,2.37,0.058,241.48,9.8,0,0,0,0.0395,0.001,0,0,0,0.0253
16/12/2006,23:43:00,2.358,0.058,241.13,9.6,0,0,0,0.0393,0.001,0,0,0,0.0253
16/12/2006,23:44:00,2.352,0.058,240.96,9.6,0,0,0,0.0392,0.001,0,0,0,0.0253
16/12/2006,23:45:00,0.416,0,242.94,2.4,0,0,0,0.0069,0,0,0,0,0.0253
16/12/2006,23:46:00,2.654,0.062,240.74,11,0,0,0,0.0442,0.001,0,0,0,0.0253
16/12/2006,23:47:00,2.54,0.06,241.23,10.4,0,0,0,0.0423,0.001,0,0,0,0.0253
16/12/2006,23:48:00,2.526,0.058,241.79,10.8,0,0,0,0.0421,0.001,0,0,0,0.0253
16/12/2006,23:49:00,1.206,0,241.83,5.4,0,0,0,0.0201,0,0,0,0,0.0253
16/12/2006,23:50:00,3.844,0.148,238.71,16.6,0,0,0,0.0641,0.0025,0,0,0,0.0253
16/12/2006,23:51:00,4.122,0.14,237.99,17.6,0,0,0,0.0687,0.0023,0,0,0,0.0253
16/12/2006,23:52:00,3.458,0,238.89,14.8,0,0,0,0.0576,0,0,0,0,0.0253
16/12/2006,23:53:00,1.988,0.05,240.26,9.2,0,0,0,0.0331,0.0008,0,0,0,0.0253
16/12/2006,23:54:00,0.596,0,240.88,2.4,0,0,0,0.0099,0,0,0,0,0.0253
16/12/2006,23:55:00,1.29,0,240.69,6.8,0,0,0,0.0215,0,0,0,0,0.0253
16/12/2006,23:56:00,2.73,0.06,239.43,11.4,0,1,0,0.0455,0.001,0,0.001,0,0.0253
16/12/2006,23:57:00,2.734,0.062,239.81,11.4,0,2,0,0.0456,0.001,0,0.002,0,0.0253
16/12/2006,23:58:00,2.764,0.066,241.27,11.4,0,1,0,0.0461,0.0011,0,0.001,0,0.0253
16/12/2006,23:59:00,2.586,0.07,241.63,11,0,1,0,0.0431,0.0012,0,0.001,0,0.0253
17/12/2006,0:00:00,1.044,0.152,242.73,4.4,0,2,0,0.0174,0.0025,0,0.002,0,0.0253
17/12/2006,0:01:00,1.52,0.22,242.2,7.4,0,1,0,0.0253,0.0037,0,0.001,0,0.0253
17/12/2006,0:02:00,3.038,0.194,240.14,12.6,0,2,0,0.0506,0.0032,0,0.002,0,0.0253
17/12/2006,0:03:00,2.974,0.194,239.97,12.4,0,1,0,0.0496,0.0032,0,0.001,0,0.0253
17/12/2006,0:04:00,2.846,0.198,240.39,11.8,0,2,0,0.0474,0.0033,0,0.002,0,0.0253
17/12/2006,0:05:00,2.848,0.198,240.59,11.8,0,1,0,0.0475,0.0033,0,0.001,0,0.0253
17/12/2006,0:06:00,2.858,0.202,241.14,11.8,0,1,0,0.0476,0.0034,0,0.001,0,0.0253
17/12/2006,0:07:00,2.472,0.208,241.62,10.8,0,2,0,0.0412,0.0035,0,0.002,0,0.0253
17/12/2006,0:08:00,0.658,0.244,243.75,3,0,1,0,0.011,0.0041,0,0.001,0,0.0253
17/12/2006,0:09:00,0.838,0.334,242.09,4.8,0,2,0,0.014,0.0056,0,0.002,0,0.0253
17/12/2006,0:10:00,2.608,0.298,239.45,10.8,0,1,0,0.0435,0.005,0,0.001,0,0.0253
17/12/2006,0:11:00,2.598,0.296,239.44,10.8,0,1,0,0.0433,0.0049,0,0.001,0,0.0253
17/12/2006,0:12:00,2.56,0.286,238.71,10.8,0,2,0,0.0427,0.0048,0,0.002,0,0.0253
17/12/2006,0:13:00,2.526,0.278,236.95,10.6,0,1,0,0.0421,0.0046,0,0.001,0,0.0253
17/12/2006,0:14:00,2.472,0.194,237.55,10.4,0,1,0,0.0412,0.0032,0,0.001,0,0.0253
17/12/2006,0:15:00,1.658,0.166,238.48,8,0,1,0,0.0276,0.0028,0,0.001,0,0.0253
17/12/2006,0:16:00,0.422,0.184,239.79,1.8,0,2,0,0.007,0.0031,0,0.002,0,0.0253
17/12/2006,0:17:00,0.79,0.178,239.47,4.6,0,1,0,0.0132,0.003,0,0.001,0,0.0253
17/12/2006,0:18:00,2.436,0.12,238.51,10.2,0,1,0,0.0406,0.002,0,0.001,0,0.0253
17/12/2006,0:19:00,2.396,0.056,239.03,10,0,1,0,0.0399,0.0009,0,0.001,0,0.0253
17/12/2006,0:20:00,2.338,0,238.37,9.8,0,1,0,0.039,0,0,0.001,0,0.0253
17/12/2006,0:21:00,2.304,0.062,238.38,9.6,0,0,0,0.0384,0.001,0,0,0,0.0253
17/12/2006,0:22:00,0.276,0,240.56,1.2,0,0,0,0.0046,0,0,0,0,0.0253
17/12/2006,0:23:00,0.712,0,239.84,4.6,0,0,0,0.0119,0,0,0,0,0.0253
17/12/2006,0:24:00,2.332,0.06,239.11,9.6,0,0,0,0.0389,0.001,0,0,0,0.0253
17/12/2006,0:25:00,2.344,0.058,239.99,9.6,0,0,0,0.0391,0.001,0,0,0,0.0253
17/12/2006,0:26:00,2.354,0.058,240.64,9.8,0,0,0,0.0392,0.001,0,0,0,0.0253
17/12/2006,0:27:00,2.332,0.06,239.45,9.6,0,0,0,0.0389,0.001,0,0,0,0.0253
17/12/2006,0:28:00,2.368,0.056,241.4,9.8,0,0,0,0.0395,0.0009,0,0,0,0.0253
17/12/2006,0:29:00,0.612,0,243.68,4,0,0,0,0.0102,0,0,0,0,0.0253
17/12/2006,0:30:00,0.286,0,244.03,1.2,0,0,0,0.0048,0,0,0,0,0.0253
17/12/2006,0:31:00,1.952,0.05,242.07,8.8,0,0,0,0.0325,0.0008,0,0,0,0.0253
17/12/2006,0:32:00,2.376,0.056,241.86,9.8,0,0,0,0.0396,0.0009,0,0,0,0.0253
17/12/2006,0:33:00,2.374,0.056,241.7,9.8,0,0,0,0.0396,0.0009,0,0,0,0.0253
17/12/2006,0:34:00,2.406,0,240,10,0,0,0,0.0401,0,0,0,0,0.0253
17/12/2006,0:35:00,1.004,0.094,242,5.6,0,0,0,0.0167,0.0016,0,0,0,0.0253
17/12/2006,0:36:00,0.388,0.104,242.58,1.6,0,0,0,0.0065,0.0017,0,0,0,0.0253
17/12/2006,0:37:00,1.458,0.09,242.3,7.4,0,0,0,0.0243,0.0015,0,0,0,0.0253
17/12/2006,0:38:00,2.48,0.078,241.86,10.2,0,0,0,0.0413,0.0013,0,0,0,0.0253
17/12/2006,0:39:00,2.454,0.074,240.76,10.2,0,0,0,0.0409,0.0012,0,0,0,0.0253
17/12/2006,0:40:00,2.468,0.078,241.52,10.2,0,0,0,0.0411,0.0013,0,0,0,0.0253
17/12/2006,0:41:00,2.028,0.084,241.88,9,0,0,0,0.0338,0.0014,0,0,0,0.0253
17/12/2006,0:42:00,0.382,0.108,243.65,1.6,0,0,0,0.0064,0.0018,0,0,0,0.0253
17/12/2006,0:43:00,0.902,0.098,242.62,5.2,0,0,0,0.015,0.0016,0,0,0,0.0253
17/12/2006,0:44:00,2.466,0.076,241.43,10.2,0,0,0,0.0411,0.0013,0,0,0,0.0253
17/12/2006,0:45:00,2.456,0.076,241.18,10.2,0,0,0,0.0409,0.0013,0,0,0,0.0253
17/12/2006,0:46:00,2.45,0.074,240.82,10,0,0,0,0.0408,0.0012,0,0,0,0.0253
17/12/2006,0:47:00,2.448,0.074,240.78,10,0,0,0,0.0408,0.0012,0,0,0,0.0253
17/12/2006,0:48:00,0.93,0,242.94,5.6,0,0,0,0.0155,0,0,0,0,0.0253
17/12/2006,0:49:00,0.286,0,243.84,1.2,0,0,0,0.0048,0,0,0,0,0.0253
17/12/2006,0:50:00,1.376,0,243.11,7.2,0,0,0,0.0229,0,0,0,0,0.0253
17/12/2006,0:51:00,2.456,0.048,241.98,10,0,0,0,0.0409,0.0008,0,0,0,0.0253
17/12/2006,0:52:00,2.456,0.048,242.01,10,0,0,0,0.0409,0.0008,0,0,0,0.0253
17/12/2006,0:53:00,2.444,0.046,241.38,10,0,0,0,0.0407,0.0008,0,0,0,0.0253
17/12/2006,0:54:00,2.122,0.048,240.91,9.2,0,0,0,0.0354,0.0008,0,0,0,0.0253
17/12/2006,0:55:00,0.356,0.07,242.13,1.4,0,0,0,0.0059,0.0012,0,0,0,0.0253
17/12/2006,0:56:00,0.952,0.062,241.5,5.6,0,0,0,0.0159,0.001,0,0,0,0.0253
17/12/2006,0:57:00,2.426,0,240.45,10,0,0,0,0.0404,0,0,0,0,0.0253
17/12/2006,0:58:00,2.42,0,240.35,10,0,0,0,0.0403,0,0,0,0,0.0253
17/12/2006,0:59:00,2.412,0,240.65,10,0,0,0,0.0402,0,0,0,0,0.0253
17/12/2006,1:00:00,1.008,0,242.35,5.4,0,0,0,0.0168,0,0,0,0,0.0253
17/12/2006,1:01:00,0.43,0,243.4,1.8,0,0,0,0.0072,0,0,0,0,0.0253
17/12/2006,1:02:00,2.676,0.088,240.69,11.4,0,0,0,0.0446,0.0015,0,0,0,0.0253
17/12/2006,1:03:00,3.766,0.208,239.13,15.6,0,0,0,0.0628,0.0035,0,0,0,0.0253
17/12/2006,1:04:00,4.582,0.258,238.08,19.6,0,13,0,0.0764,0.0043,0,0.013,0,0.0253
17/12/2006,1:05:00,5.282,0.15,237.38,22.4,0,35,0,0.088,0.0025,0,0.035,0,0.0253
17/12/2006,1:06:00,2.362,0.096,241.35,10.4,0,28,0,0.0394,0.0016,0,0.028,0,0.0394
17/12/2006,1:07:00,3.25,0.084,240.95,13.6,0,37,0,0.0542,0.0014,0,0.037,0,0.0542
17/12/2006,1:08:00,4.618,0.104,239.61,19.6,0,27,0,0.077,0.0017,0,0.027,0,0.077
17/12/2006,1:09:00,5.242,0.178,239.49,21.8,0,37,0,0.0874,0.003,0,0.037,0,0.0874
17/12/2006,1:10:00,4.86,0.198,239.65,20.2,0,36,0,0.081,0.0033,0,0.036,0,0.081
17/12/2006,1:11:00,3.738,0.238,240.39,16,0,36,0,0.0623,0.004,0,0.036,0,0.0623
17/12/2006,1:12:00,3.426,0.256,240.31,14.4,0,37,0,0.0571,0.0043,0,0.037,0,0.0571
17/12/2006,1:13:00,5.254,0.214,238.15,22,0,35,0,0.0876,0.0036,0,0.035,0,0.0876
17/12/2006,1:14:00,5.246,0.23,237.91,22,0,36,0,0.0874,0.0038,0,0.036,0,0.0874
17/12/2006,1:15:00,5.216,0.21,237.44,22,0,36,0,0.0869,0.0035,0,0.036,0,0.0869
17/12/2006,1:16:00,3.858,0.24,238.52,16.6,0,36,0,0.0643,0.004,0,0.036,0,0.0643
17/12/2006,1:17:00,2.822,0.188,239.55,11.8,0,36,0,0.047,0.0031,0,0.036,0,0.047
17/12/2006,1:18:00,3.84,0.164,238.27,16.6,0,35,0,0.064,0.0027,0,0.035,0,0.064
17/12/2006,1:19:00,4.636,0.14,237.37,19.4,0,36,0,0.0773,0.0023,0,0.036,0,0.0773
17/12/2006,1:20:00,4.634,0.152,237.17,19.4,0,35,0,0.0772,0.0025,0,0.035,0,0.0772
17/12/2006,1:21:00,4.652,0.142,237.92,19.4,0,36,0,0.0775,0.0024,0,0.036,0,0.0775
17/12/2006,1:22:00,3.13,0.13,239.82,14.6,0,26,0,0.0522,0.0022,0,0.026,0,0.0522
17/12/2006,1:23:00,1.756,0.05,241.18,7.6,0,24,0,0.0293,0.0008,0,0.024,0,0.0293
17/12/2006,1:24:00,3.478,0,239.84,15,0,36,0,0.058,0,0,0.036,0,0.058
17/12/2006,1:25:00,4.5,0,239.04,18.8,0,36,0,0.075,0,0,0.036,0,0.075
17/12/2006,1:26:00,3.552,0,240.29,14.8,0,21,0,0.0592,0,0,0.021,0,0.0592
17/12/2006,1:27:00,3.94,0,239.19,16.6,0,28,0,0.0657,0,0,0.028,0,0.0657
17/12/2006,1:28:00,2.44,0,240.8,10,0,37,0,0.0407,0,0,0.037,0,0.0407
17/12/2006,1:29:00,2.08,0,241.61,9,0,28,0,0.0347,0,0,0.028,0,0.0347
17/12/2006,1:30:00,3.652,0,240.11,15.2,0,22,0,0.0609,0,0,0.022,0,0.0609
17/12/2006,1:31:00,4.432,0,239.35,18.4,0,36,0,0.0739,0,0,0.036,0,0.0739
17/12/2006,1:32:00,4.46,0,240.08,18.6,0,36,0,0.0743,0,0,0.036,0,0.0743
17/12/2006,1:33:00,2.186,0.124,242.07,10,0,17,0,0.0364,0.0021,0,0.017,0,0.0364
17/12/2006,1:34:00,2.358,0.124,241.54,9.8,0,33,0,0.0393,0.0021,0,0.033,0,0.0393
17/12/2006,1:35:00,3.954,0.098,239.84,16.8,0,36,0,0.0659,0.0016,0,0.036,0,0.0659
17/12/2006,1:36:00,3.746,0.106,240.36,15.6,0,25,0,0.0624,0.0018,0,0.025,0,0.0624
17/12/2006,1:37:00,3.944,0.098,239.79,16.6,0,25,0,0.0657,0.0016,0,0.025,0,0.0657
17/12/2006,1:38:00,3.68,0.102,239.55,15.8,0,36,0,0.0613,0.0017,0,0.036,0,0.0613
